Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
7811447563,C88DJT,NJ,PAS,08/30/2014,20,4DSD,NISSA,T,35190,11710,44990,01/01/88888888 12:00:00 PM,0020,20,20,355220,T103,M,0552P,,NY,F,276,W 71st St,,01/05/0001 12:00:00 PM,408,d,,Y,0800A,0600P,BLACK,,0,,0,C 77,20A-No Parking (Non-COM),,,,,,,,,,,
7231151954,FZD9325,NY,PAS,05/12/2015,21,SUBN,NISSA,T,37030,74230,93830,01/01/20160423 12:00:00 PM,0067,67,67,361851,T302,C,1000A,,K,F,145,E 51st St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,GY,,2004,,0,35 3,21-No Parking (street clean),,,,,,,,,,,
7322602833,FZL8838,NY,PAS,04/21/2015,21,SEDN,NS/OT,T,19390,27790,24890,01/01/88888888 12:00:00 PM,0025,25,25,352946,T103,L,1239P,,NY,O,135,E 122nd St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BLACK,,2008,,0,K 77,21-No Parking (street clean),,,,,,,,,,,
7253931865,HS8919,NJ,PAS,03/11/2015,38,4DSD,FORD,T,42490,8640,8740,01/01/88888888 12:00:00 PM,114,114,114,357323,T401,F,1255P,,Q,F,35-04,Ditmars Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,0,,0,34 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7982623451,DTJ1619,NY,PAS,08/28/2014,38,SUBN,TOYOT,T,16110,33910,13310,01/01/20150821 12:00:00 PM,0006,6,6,361083,T105,C,0840P,,NY,O,37,Cornelia St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,WHITE,,2002,,0,004,38-Failure to Display Muni Rec,,,,,,,,,,,
7322394872,GFL2098,NY,PAS,12/16/2014,21,CONV,ME/BE,T,35470,14510,15710,01/01/20150407 12:00:00 PM,0020,20,20,361091,T103,G,0836A,,NY,F,68,W 85th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GY,,2013,,0,43 7,21-No Parking (street clean),,,,,,,,,,,
7487409983,EBF1693,NY,PAS,12/10/2014,38,SUBN,ACURA,T,29020,52120,21820,01/01/20160228 12:00:00 PM,0052,52,52,361387,T201,D,1119A,,BX,F,58,E Kingsbridge Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,2002,,0,01 2,38-Failure to Display Muni Rec,,,,,,,,,,,
8014364727,G75DWB,NJ,PAS,01/28/2015,40,4DSD,BUICK,T,36950,11710,13610,01/01/88888888 12:00:00 PM,0033,33,33,358635,T103,M,0534P,,NY,O,521,W 159th St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GREY,,0,,0,J 77,40-Fire Hydrant,,,,,,,,,,,
7831182380,91414MD,NY,COM,08/13/2014,69,VAN,INTER,T,25390,17610,17630,01/01/20150131 12:00:00 PM,0014,14,14,345058,T102,C,0852A,,NY,F,136,Madison Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2014,,0,22 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
1366539345,FYB2774,NY,PAS,07/01/2014,31,SDN,HONDA,P,34430,10410,13610,01/01/20140521 12:00:00 PM,0014,14,14,950681,0014,0000,0512P,,NY,F,10,W 33 ST,,01/05/0001 12:00:00 PM,408,I3,,YYYYYBB,0700A,0700P,BLACK,0,2010,-,0,,,,,,,,,,,,,
7291434270,D12DKZ,NJ,PAS,07/14/2014,38,SUBN,SUBAR,T,17590,24890,10210,01/01/88888888 12:00:00 PM,0013,13,13,361074,T102,M,0223P,,NY,F,158,E 30th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLUE,,0,,0,MC 9,38-Failure to Display Muni Rec,,,,,,,,,,,
7753938370,FMT2474,NY,PAS,08/29/2014,19,4DSD,TOYOT,T,51790,8190,57790,01/01/20151026 12:00:00 PM,115,115,115,356966,T401,P,1013A,,Q,O,32-09,Junction Blvd,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GR,,1994,,0,14-A,19-No Stand (bus stop),,,,,,,,,,,
7999196228,HLN3387,PA,PAS,08/05/2014,21,4DSD,HONDA,T,18450,10410,25390,01/01/20150688 12:00:00 PM,0019,19,19,356300,T103,G,0957A,,NY,F,4,E 73rd St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,SILVE,,0,,0,16 7,21-No Parking (street clean),,,,,,,,,,,
8007539610,18580MG,NY,COM,02/12/2015,38,DELV,UD,T,13610,35470,35490,01/01/20151031 12:00:00 PM,0020,20,20,354043,T103,G,1156A,,NY,F,2350,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,WH,,2006,,0,44 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7072228573,74380JF,NY,COM,07/08/2014,47,UTIL,FRUEH,T,34310,10410,13610,01/01/20140930 12:00:00 PM,0013,13,13,355675,T102,C,1153A,,NY,F,11,W 27th St,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,RD,,2003,,0,06 6,47-Double PKG-Midtown,,,,,,,,,,,
8007812362,61508MC,NY,COM,11/28/2014,37,VAN,FORD,T,13610,34790,34810,01/01/20150131 12:00:00 PM,0018,18,18,361040,T102,K,0228P,1200P,NY,O,1657,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0600P,WH,,2002,143-3420,0,MC 9,37-Expired Muni Meter,,,,,,,,,,,
1378109041,ETP8135,NY,PAS,11/10/2014,19,SDN,NISSA,P,35490,15710,11710,01/01/20150817 12:00:00 PM,0024,24,137,940892,0137,0000,0436P,,NY,F,165,W 86 ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WH,0,2014,-,0,,,,,,,,,,,,,
7215146558,FWF7853,NY,PAS,07/07/2014,38,4DSD,HONDA,T,37462,40404,40404,01/01/20150419 12:00:00 PM,0063,63,63,359321,T302,O,0418P,,K,F,6315,E 64th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GREY,,2007,,0,35 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7719036463,24705MB,NY,COM,01/28/2015,37,REFG,MITSU,T,24890,18670,18690,01/01/20160131 12:00:00 PM,0019,19,19,359325,T103,O,1133A,1125A,NY,F,1258,Lexington Ave,,01/01/20150128 12:00:00 PM,408,h1,,YYYYY,1000A,0700P,WHITE,,2012,127-4746,0,03 7,37-Expired Muni Meter,,,,,,,,,,,
7060593627,2119313,IN,PAS,03/09/2015,84,REFG,FRUEH,T,17450,0,0,01/01/88880088 12:00:00 PM,0010,10,10,361286,T102,D,0847A,,NY,I,N,E 23rd St,5ft E/of 2nd Ave,01/05/0001 12:00:00 PM,408,k7,,,,,WHITE,,0,,0,99 6,84-Platform lifts in low posit,,,,,,,,,,,
7904510741,FSR4824,PA,PAS,10/26/2014,14,SUBN,DODGE,T,34510,0,0,01/01/20150788 12:00:00 PM,0010,10,10,343455,T501,C,0207P,,NY,I,N,W 37th St,170ft E/of 11th Ave,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GREY,,0,,0,MC 9,14-No Standing,,,,,,,,,,,
7800337388,52732MC,NY,COM,11/21/2014,82,SUBN,JEEP,T,15990,6440,6590,01/01/20151031 12:00:00 PM,114,114,114,331777,T401,N,0240P,,Q,F,19-60,76th St,,01/05/0001 12:00:00 PM,408,k1,,,,,BK,,2014,,0,I 41,82-Unaltered Commerc Vehicle,,,,,,,,,,,
1368841090,T621450C,NY,SRF,11/20/2014,40,SUBN,CHEVR,P,8440,20190,20340,01/01/20150331 12:00:00 PM,115,115,170,938769,0170,0000,0805P,,Q,F,108-03,34 AVE,,01/05/0001 12:00:00 PM,408,E1,,BBBBBBB,ALL,ALL,BK,0,2008,-,0,,,,,,,,,,,,,
